content	score
酒店位置不错，离高速公路出口挺近的，下了高速公路就到了，酒店附近很多消费娱乐的地方，火锅店，中餐厅到处都是，性价比比较高，值得推荐入住。	1
动物没活力，死气沉沉，快被关死了	0
作为重庆的特色，游客总得玩一玩。但即便买了往返票，折返时却依旧要重新排长队等候，才能乘坐，这个流程设计缺少人性化，不合理，使得原本观景体验就拥挤不堪的索道，变得越发鸡肋。	0
一般般而已，不是这么好，人太多	0
成都著名景点，一些古建筑祠堂，在锦里的旁边	1
非常不值得去！除非你预约，不用排队！整个过江过程五分钟左右！	0
在锦里旁边，还是很方便的～玩过武侯祠可以直接去锦里，喝喝茶，等待天黑，锦里天黑了比较好玩一点，人也会比较多了起来～	1
节假日不适合，确实正如有些评价所说，排队三小时，过江三分钟，我们更惨，小什字口的点儿排队四个小时！差点没耽误了两江夜游！排到的号到晚上七点，船票都买了，这个时间特别尴尬，搞得人非常被动。这原本就是老重庆人的交通工具，现在成为旅游观光项目，希望携程在说明里能提到这些情况，希望可以让游客提前安排好行程。	0
自己去的，感觉还不错，关键是去其他景点也非常的方便，一天跑了四个地方，都很好玩。	1
取票很方便，扫二维码有讲解，配合起来很生动	1
一条繁华的商业圈，吃喝玩乐的好地方，没啥特殊的景色，经济很发达，是很多白领购物的地方。	0
我记原来票价5角 现在涨得太高了	0
总体感觉还可以，因为去的时候下雨了，天坑、地缝不过感觉没有爸爸去哪儿里面那么好玩	0
没有什么特别的，一个集装箱，一堆人，nothing special嗯，一定要买单程的，打车回去更便宜	0
去的有点晚了，后来天都黑了小门也关了不得不夜游了好几圈，有点害怕呢……这个地方还是挺有情怀的，如果你喜欢三国历史估计就更有感觉了。盆栽很漂亮，红墙绿竹更值得看。	1
好**************	1
可能要过年了吧，里面有的景点都关了，或整修。有点失望	1
景色不错的，没有讲解看不懂，也不耽误玩，不大，很快就转完了	1
来重庆还是可以去坐一下，感受一下。。但没必要去买那个门票。。到重庆后直接买张公交卡，充值就可以使用，押金退卡就还。周一至周五早上7:30-9:00下午17:30-19:00上下班高峰用公交卡坐索道只要1.8元/人单程。因为这本来就是重庆市民的普通交通工具，平时重庆市民上下班乘坐和公交车一个价格。而且最好避开周末，外地游客太多，排队都要排一两个小时，平时去基本没啥人。而且公交卡不仅可以坐车有很多地方也可以使用公交卡直接购物，很实用。	0
取票方便，不用排队，就是景点人多。	1
西岭雪山值得一去，对于南方没见过雪的孩子可把我激动坏了，雪景很赞，可以拍很多美美的照片哦	1
熊猫很可爱，排队人太多，进门就用了半个多小时，路牌指示不明显，进门耗时过长，出租车还差二公里就不让往里走了。	0
门票含车费，返程还要另外支付车费，所谓三桥最多就是一个变相的电影拍摄场地，最不推荐的景点就是武隆了。	0
很漂亮 这这边很难看的到雪 真的很美  带小朋友去玩的 特别开心	1
携程订票很方便，功能强大，下次还选择	1
成都武侯祠由刘备，关羽，张飞，诸葛亮等蜀汉君臣合祀祠宇及惠陵组成。这里虽然称之为武侯祠，但诸葛亮的地位并不突出。而刘、关、张的塑像在这里有三组，并建有三义庙在此，更有关羽以帝王规制身着龙服的塑像，足以见关羽在人们心目中的地位之高。而刘备更是与甘、吴二位夫人合葬于此，占尽风水宝地。可惜的是，诸葛亮留下的文物实物并不多，诸葛亮一生发明甚多，但大多只有文字记载了，应该结合史料复制、复原一些他的发明创造，以让人们更好地了解诸葛亮的聪明才智，以及当时蜀国的人文、社会、经济状况。作为首批国家一级博物馆，还应进一步提高、完善展览内容。	1
人太多了。如果是凭验证码直接进园就好的。比较麻烦的是网上预定还要去取票。没啥优势。	1
很有历史感，就是要去锦里入口处取票不是很方便	1
在携程上订的9元往返，但是，不是到窗口取票，而且重庆当地人会给你一张重庆交通卡，必须在工作日1700-1800点里面坐，才能便宜，刷卡是1.8元单程。	0
人少的时候还好，慢慢走，听听三国的故事。春节有庙会，人太多了，居然还在喇叭里放流行歌曲，幽静，肃穆的感觉荡然无存，不建议这个时候去。	1
人多，很热闹，小吃品种多超赞，还有演出节目。	1
不建议去，我们去的时候都是淡季来回花了两个小时，其中有一个小时五十分钟在排队，景色也一般，还是不要去凑热闹了	0
产品骗人的，买了完全没法用，景点很美，但是这个地图导航千万别买。。。。。。。。。千万别买。。。。。。。。。千万别买。。。。。。。。。。	0
这里主要景点就是南山植物园了，其实还是不错的，重庆地区水量充分，感觉植物特别茂盛，花也开得特别漂亮，就是这里面各种温室和园区都要单独收费，特别操蛋。	0
还是很不错，人多的很。可以讲解还收费，门票已经不便宜了。这种都应该免费讲解	1
与磁器口差不多的是，洪崖洞也是商业化性质非常明显，千篇一律的特产，不过到顶层看夜景是个非常棒的选择，也有很多卖游轮票的，50一个人可以尝试在晚上江上看重庆。洪崖洞本身的特色真没感受出来，只能说看起来挺美。	0
很好，大家都玩的很尽兴，排队也不多	1
第一天在花水湾住，酒店外你兔子很好吃告诉大家，吃饭要到艾美达酒店外的店吃，那排店铺是当地人自己的房子做的，份量要比红绿灯那的饭店多1/3，价格还便宜点。第二天直接到后山坐缆车到鸳鸯池后再坐缆车到日月坪，去的时候日月坪的天气很好，风景很漂亮，然后到鸳鸯池吃饭，告诉大家鸳鸯池有个平价超市，以后买东西在那买，是非景区价格。	1
很好，来成都一定得去吧，休闲漫步	1
很方便，电子讲解也不错，带耳机就行！不过如果是带孩子来，还是请个现场导游会更好！	1
感受三国文化,值得一游!取票方便,但票价略高!最好进门的时候用微信扫描或身份证扫码就更便捷!园内租用的语音导览器有待改进!	1
取票方便，酒店适合散步，总体不错	1
天生三桥景区其实就是传说中的天坑景区。从武隆游客中心搭乘景区大巴，大概20min抵达景区门口。然后可以选择坐电梯或者走下去~走的话，全程其实比较索然无味，等电梯时间好久，不值得~到了景区里面，天生三桥其实跟很多景区相似，比如贵州的大七孔，湖南的张家界，广东英德等~都是一个类型的喀斯特地貌，如果以前见过了，强烈不建议去~天坑景观，并没有很大的特色。然后景区好小，随便走走就出来了	0
渣渣，景色很一般，走很多的路，就让我看这些？！国庆去的，排队一个多小时，然后就是无尽的徒步，简直要人命，天福官栈也没有想象中大	0
非常鸡肋的一个景点，进去吧，性价比确实不高，但是不进呢又感觉特别可惜，其实论游玩来说，武侯祠内并没有什么值得留恋的地方，但毕竟是历史名人的地方，看各位的心境决定是否参观吧。。	1
非常好的爱国情怀，教育基地，小朋友都很高兴	1
春节期间人太多了，而且基本上有动物的地方都是里三层外三层，基本都是在看人，露天有动物的地方周边人素质很低，全是私自投喂食物的，也没人管，里面很多橘子皮一片狼藉，有玻璃的又很多人在使劲排玻璃，明明谢谢禁止拍打玻璃！而且外面停车场费用比门票还贵，后悔来了！	0
天气不好，断断续续的下雪籽，不过不影响玩耍的心情。滑雪场热闹非凡，欢声笑语不断。	1
不错，挺好的，景点介绍比较全面，满意！	1
不懂三国的话，进来就是看看景，唯一就是有个刘备墓，很大的山丘，围着走一圈，别的没什么啦	1
景色很不错，夏天很凉快的，冬天玩雪也很好，途中想泡温泉也可以。酒店环境好，周边的民宿酒店都很不错，值得大家去避暑，带孩子的还有水玩	1
到重庆选了这个地段住宿，商业非常发达的城市市中心，步行街可以购物，好吃街可以品尝特色小吃。地标就是中心有个解放碑的建筑，四面还有钟，整点又钟声响起。	0
只在外面转转，看网友介绍里面还不错，下次再说吧	1
对于喜欢三国的朋友这个地方肯定不能错过，感受下三国的历史，门前对联都有典故，仔细读来也很有趣。锦里离武侯祠仅有一墙之隔，顺便可以去锦里逛一逛，十分方便。	1
是很好的“共产主义理想”教育基地，应该推荐给年轻的朋友们！	1
怎么说呢，就是一步行街，不过重庆吃的确实好吃。	0
第一次来，总体感觉不错，滑雪场很棒	1
说实话还是有一点失望的，主要就是里面的几个主要大殿里面就是几座塑像，感觉很空旷，个人对这种五颜六色的略带卡通风的塑像不是很感冒。但古迹还是很多的，里面还有惠陵。	1
可能对购物兴趣不大，或者对人造街景不感冒了，后来又去了一次，还是没兴趣！	0
感受下雪山的美景和空气，值得去玩	1
喜欢三国的可以去看，可以看到很多熟知的名字。还有一个大公园可以逛，旁边就是锦里，值得去看看。	1
红色景点，带有非凡的教育意义！	0
下次一定不在旅游高峰期来了，人太多了	1
值得一去，交通也便利！带老人出去玩的！	1
一般般，没去过的可以去观赏一下	0
从白公馆出来，坐了10元一人的黑车，其实从白公馆停车场外沿着公路走也就一公里多点，坐车2、3分钟，时间宽裕的建议走路	0
一个直得游客体会的过江交通公具。不过本地人划卡乘座1元八角，游客乘要十元。	0
人挺多的，武侯祠很大，在门口租了个电子讲解的，后来看到微信上关注也有语音了解，很方便，也能更好的了解。里面有刘备殿，桃园三结义，诸葛亮等，可以了解历史，值得一去！	1
电子票不用排队很方便的啊，推荐	1
讲解清晰到位，操作也很方便，走到哪自动定位讲解。	1
值得细细感受。赞！！！！！	1
盆景园不错…虽然是以三国时期蜀国人物为主题的…但是历史味道没有特别浓厚	1
出票速度非常快，到景点使用也很便利	1
西岭雪山的这次体验是非常满意的！下面给大家带来一点福利：第一酒店完全可以订在花月湾，不用订到景区里面（我自驾），景区内很贵，花月湾酒店性价比更高到景区也就30分钟开车。第二：一定自己准备好滑雪手套（某宝上面应该20元能买到）景区里最便宜要50一双，质量还过得去。第三：切记多带一双袜子！你滑雪完了脱完靴子袜子一定是湿的！最后祝大家新年快乐西岭越办越好！	1
讲解细致，娓娓动听！值得一试，赞一个	1
服务差、管理差、环境差、等候时间长、坑爹……	0
好玩，可以，滑雪贵但滑雪非常巴适。	1
由于是下午去的，讲解导游都没了，电子的只能听一遍，而且是自已边看边听，转了一圈有几个景点沒看到，小孩也不愿意再去找，没办法只好有几个景点不看了	1
不错，大家都值得去，历史文化浓厚	1
狠庆幸自己是在网上购票。景点门口购票窗口人是排着老长的队，看着晕人。	1
人太多，秩序乱，工作人员未能尽好维持秩序的职责	0
嗯。总体感觉还行，不过没有导游，很多搞不懂	1
春节前几天去的，人太多了，缆车排队排了一个多小时，玩雪的项目很多，很漂亮。	1
成都武侯祠是当地著名的景点，中国唯一君臣合祭的祠堂，不错的地方	1
武侯祠保存维修的还不错，很有深度	1
方便快捷，省去了买票排队的时间	1
刘、关、张三结义，三顾茅庐才出山的诸葛亮，刘备的惠陵，值得一看。环境不错，绿树成荫，炎炎夏日，仍觉凉快。只是60元的票价略贵。	1
差评，差评，差评，第一天到重庆的心情完全被这里的一顿的毁掉，难吃，贵，分量少。完全失望	0
有些在装修，总体一般般吧，对三国感兴趣的比较适合去，没兴趣的真的没意思，我也就陪小伙伴的而已	1
成都武侯祠远近闻名，也是到成都的必游之地。历史悠久。	1
三国趣味，需要听讲解，否则没什么意思，门票60比较贵，但是和锦里邻居。从旁门可以到锦里	1
喜欢三国的可以来看一看挺好的一次学习	1
门票贵了点，网上找不到优惠的。喜欢红墙夹道，竹林幽深。与锦里一墙之隔，逛完可以去享受美食。关注微信公众号，可以免费收听语音导览，这个蛮好，当然和人工讲解还是有差距。	1
小吃相当的多，不过人也很多。很热闹的地方，吃货的最爱	0
感受蜀汉文化，附近是锦里也有景区直通车到周边各个景区挺方便	1
有微信语音讲解很方便，比较有意思的一个景点	1
三国之一的蜀国，武侯，惠帝，各有特色。	1
取票非常方便。。。。。。。。。	1
武侯祠适合游玩，人略有些多，环境非常好。	1
成都具有历史和文化特色的旅游景点	1
冬天必来，美！滑雪也不错！！！	1
白公馆不大，节假日人多，参观路线有点乱。各路人马出出进进，其实只有一楼可以看，二楼已封闭了。乘着大巴去渣滓洞，听到了关于气象所得介绍，但左顾右盼，隔着车窗不知道该看哪边。人多不是问题，关键是官方没有给定最佳参观路线。所以听到无数野导游的拉拢之词，多少有点心动，觉得他们的服务听上去蛮周到些。	0
人太多，动物很少，转了半天连老虎都没有看到过	0
不错的景点，蜀文化厚重，非常值得一看	1
方便快捷，出票快，不用排队买票，很给力，好评	1
人太多了，大雾。山顶风景区非常美	1
很不错的地方，需要慢慢静下心来体会其中的历史底蕴。再次回顾刘备的过人之处和诸葛亮的聪明慧智！	1
过年来西岭雪山的人特别多，排队上索道，下来步行，一个字累	1
很不错，逛逛呗，名字很好听，人也多	1
西岭雪山滑雪场门票120元，交通索道来回120元，我们拍了很多漂亮的图图。关于其他滑雪娱乐项目，各有各的价格，总体比较贵，孩子就玩了一个狗拉雪橇都是50元，很小一圈，而且很丑！总的来说玩得很开心！	1
武侯祠是纪念诸葛亮的祠堂，格局规模很气派，后面还有刘备的墓	1
去的那一天下雨了，好些动物都在房间里不出来，没能看上，有些可惜了，部分动物都有些老了，玻璃有些脏，影响观看，建议打扫一下。	0
白公馆位于重庆市沙坪坝区歌乐山，是一处缅怀英烈的革命遗迹，1939年，军统特务头子戴笠用重金将它买下，改造为迫害革命者的监狱。1943年中美特种技术合作所成立，白公馆作为中美合作所第三招待所，关押人员被移往附近的渣滓洞。抗战胜利后，白公馆被作为特别看守所。1947年春，渣滓洞“人犯”又迁回白公馆关押。	1
临时在门口买的，还蛮方便。便宜2元，取票的地方人也不多。	1
方便 快捷。武侯祠还值得一逛。	1
武候祠和惠陵相得益彰，君陵臣祠一址、真正有始有终。题字大都歌颂这个只得三分之一天下的局部王朝维护汉朔正统的政治正确性。最打动人的，还是孔明本人作为人臣的表率和操守。值得一去，满满正能量。	1
非常漂亮，时间有限，下次来，再好好玩玩	1
对三国文化感兴趣的挺好，可以扫描微信二维码听讲解，西区风景也好	1
值得去看一下啊，这里是成都市著名的景点。	1
订票流程比较便捷。有历史价值。	1
三国迷必去，门票小贵，建议先做功课。	1
非常方便，换票也方便，携程的门票也很全	1
进去一定要有解说，不然都不知道是怎么回事。我租的电子解说，后来才发现原来可以上微信听讲解，免费的，园内有免费wifi，这个赞！故事才有趣！	1
冲着诸葛丞相也要去啊！大概是成都最热门的景点了吧，比杜甫草堂人还多，看点也确实多一些，至少有唐碑、明碑是真古物，其他大多是清代建的。昭烈帝、武侯和关、张等人，毕竟都是值得尊敬的。很多对联也值得一读。诸葛大名垂宇宙，想想也让人感动啊，60元（携程买可优惠）的票价也没办法了！	1
这次去碰上武候祠在修理大门，一下子就感觉差了很多。里面的景色，似乎也没有特别的令我有所触动，但是靠在旁边的就是锦里。两边联起来玩，倒是不错的选择。	1
其实很好的一处地方，只是现在门票太贵了，第一次来，或者从没来过的游客可以一去，毕竟浓缩了三国的记忆。	1
还不如去动物园，地方很大，一点也不好玩	0
今天去天气很好，很大太阳，滑雪场雪化了，日月坪上面还有雪，风景不错	1
就天然形成的自然景观，不是特别好看，一般般	0
景点还行。需要导游讲解会好一些。备备的墓有点朴素。	1
我们是全家人一起去的，很漂亮，玩得也很开心！	1
春节出游，儿子对三国比较感兴趣，所以景点首选了武侯祠，人好多，租了语音机，还不错	1
虽说是武侯祠，但是任然有其他蜀国的贤臣，明显感觉到诸葛亮在里面的地位感觉比君主刘备都高，另外逛这里还是要有一定的历史知识	1
好看很有历史意义就是天气有点热取票很快很方便	1
在去的途中预订，到了就可以拿票，很方便的	1
作为成都本地的景点，留下最有记忆的就是在里面喝了一杯碧螺春～	1
感觉很好玩，隔壁就是锦里，吃喝玩一条线	1
夜晚的票比白天便宜很多。夜景漂亮	1
如果去拜佛可以去看看，门票10元，但是还是有些不舒服，大家去数罗汉的时候，数完了要20元才能给你一个纸条上写的你和这个罗汉的缘，让师傅解析起步就是200元，没有现金还可以扫微信！觉得寺庙里这样强制收费影响太差，外面的大妈也是强制性拉着你算卦，也是无语了…	0
游玩的乐趣很多。就是人太多了，所以没有转的很开心	1
周末人有点多啊啊啊啊啊啊啊啊啊	1
很好玩，还有很多雪，就是雾很大，没有看见什么风景。还有就是路很滑。要小心一点。	1
成都著名旅游景点，三国文化主题，具有历史意义，平时游客很多	1
不错，雪很漂亮，很久没有见过这么漂亮的雪景了。	1
取票挺方便，不用排队，取票点好辨识	1
不错，很棒，还想再去，3月初还有雪	1
不错，带孩子来。景区实际上不小。就是标识少了点	1
带小孩去看一看还行，要是大人单独去，确实不值得。	0
成都著名景点，门票不贵值得去看看	1
很小，没什么景色，商店对于正经佛堂，而且有一部分在施工，跟武汉归元寺没法比，不推荐	0
门票太黑了，宝顶山就135新去的朋友一定要在门口领取景点讲解器（免费的，只交押金）要不然看得云里雾里，不知所云；对中国古建筑，文化喜欢的朋友可以去，景点很小，人为的浪费时间，多走2KM	0
值得推荐，比杜甫草堂好，可以成都首选，离锦里也进	1
挺好的 特别想滑雪 带起人不准进去 遗憾	1
武侯祠主要是三国时期诸葛亮、刘备等的纪念馆吧，园区植被茂盛环境优雅，和成都著名的锦里景区是打通的。可以先从武侯祠内悠闲逛出来直达锦里，带父母和老人家来玩下还是非常不错的。	1
性价比极差的地方，半个小时就走完了。门票敢比秦始皇兵马俑都贵。	0
小吃特别多，人气旺。还能看江景，	0
很好的爱国教育基地，缅怀先烈。	1
今天天气不错，所以顶峰风景特别好；映雪广场的游玩项目也很棒，总之玩得很开心，很满意的一次出行！	1
有微信免费导游，虽然用起来不太方便，特别是照相或息屏都会中断，但总比没有强，毕竟历史典故游。。。	1
可以很放心雪上项目安全措施很到位	1
适合喜欢三国历史的人，历史感很强，小孩子不适合，爱者大爱，不喜者无大意思。。。。。。	1
环境特别不错，诸葛武侯真神人也！	1
能够听免费的讲解，这一点非常棒，如果要不是对三国历史比较了解的，不听的话确实没什么看的，旁边就是锦里，位置比较方便	1
人挤人。排队不可怕，可怕的是上了索道的缆车，里头塞满了人，很难看到风景。	0
时间少，只去了宝顶山，其中小佛湾在维修进不去。135元的门票厉害啊，没有讲解员自己看不懂的。	0
语音讲解非常专业，定位准备，内容清楚。相比比自己游览可以了解更多东西，挺不错的。	1
绕的有点晕，随便转两圈就出来了，喜欢历史的朋友可以多看看	1
排队排了2小时，坐缆车坐了5分钟。。。	0
孩子玩的很高兴，有很多游乐设施。	1
为了完成心愿吧，来成都必看景点。	1
武侯祠就是诸葛亮的祠堂吗？嗯，我好吃呢，一般呢，只是在书中，然后呢？在电视剧里面看过，你说真的不好意思，还没有去过呢，嗯哎呦，认识一个有些文艺的朋友，然后呢我们两个一起去过啊。成都的感觉很文艺的，很适合文艺青年在哪里	1
去成都的必游景点，非常值得一去，和锦里在一起。	1
和锦里古街一起逛，又吃又赏风景很好！	1
喀斯特地貌对我没多大吸引力，感觉不值门票，主要是宣传的好	0
这两天西岭雪山晴空万里，白雪阳光交相辉映，美不胜收。	1
拿票方便，景区风景一流，文化与景色的结合，棒极了！	1
门票有点贵，地方不大，一个半小时就能转完	1
今天去了 ，雪山上雪好景好心情好，玩得开心，下次再来。	1
身为大足人，但是真的不建议玩，真的没意思	0
暖和的四月，白雪渐渐消融，站西岭山颠，心空，身静，气爽，神怡。	1
常规景点 票价略贵 紧邻锦里 可以一并逛逛	1
在渡过嘉陵江上拍照景色果然不错。就是排队太长，我排了三小时，下次建议从对面过来人很少我买的往返车票，回来就一半人，还都是去的往返票的	0
距离锦里很近，交通很方便，第一次去成都的朋友大多都会来这里。	1
天气不错，人很多，但是体验相当不错！滑雪场和山下的天气形成对比，爽！	1
武侯祠大街很热闹，除了本地人，游客还有藏族同胞，很有名族特色。路上街边都会有写着藏族文字的店名。吃火锅的地方也有很多，走在路上就被火锅味吸引~走着走着还能去锦里逛一圈。	1
对历史感兴趣的可以去看看，还是挺不错的	1
这应该是一个革命教育基地，免费对公众开放的，是当年国民党关押革命进步人士地方。地方不大，挺阴森的，里面有小萝卜头的雕像，参观后，对那些革命先烈很是钦佩。	1
还行吧，不是特别好，不太建议去。	1
还行吧，那个讲解的仪器不怎么样，租了浪费	1
玩的还可以  就是上那都要门票  有点小贵	1
景色其实还凑活，大晚上江面没什么船，开始桥上没开彩灯，等到江边了彩灯开了挺好看。洪崖洞倒是灯火辉煌，就是广告牌太多了煞风景，里面类似小吃街的地方有点脏，人不多。从顶层11层等电梯很慢，人很多，我是11层下到4层的小吃街还是商店街的然后走人工瀑布那里下去的，到江边酒吧比较多，转悠玩叫了个快车回酒店，才7块钱，然后81广场的夜市转了转，各种各地小吃种类挺多，有个牛排杯不错，印象深刻，没图，别打我	0
比起以前差多了，熊猫很赃，黑白不分明，而且都一动不动。商业氛围很重，但处卖熊猫饭盒。没有幼稚看。	0
景色很美，白天晚上不同的感觉，建筑非常有特色，有不错的美食，价格也不贵！	0
值得购买，非常非常方便，比排队买方便	1
本想好好体验一下动物世界，结果进去看到全是人。	0
哈哈哈哈姐姐的东西就开心小开心快点快点	1
近距离的感受三国文化，体验那一段岁月的金戈铁马	1
今天早上窗外下起了鹅毛大雪，纷纷扬扬，漫天飞舞，从天而降。门外白雪皑皑，银装素裹，粉妆玉砌，漂亮极了。	1
30多年前去过，这次再去，没有找回30多年前的记忆。	1
西岭雪山今天日月坪的天气非常好，从来没看过的阳奇观居然让我们碰上了，运气超好。	1
也没什么特别的，来了就要看看嘛！	1
武侯祠国家景区，来成都。提前看了攻略，都要到这里转转。门票60元。进去大门处租了一台讲解器。建议大家去的时候不要租，因为可以关注微信公众号，有微信语音讲解，个人觉得性价比不是太高，但是不去，又觉得缺了点什么。	1
一般一般！很一般！不好玩！不建议去！	0
个人可能还是比较偏好美食，总体来说还是不错的。	1
武侯祠旁边就是锦里，连着逛，很方便。	1
带着孩子我们一家三口去的，就是想让孩子感受中华传统文化，感受正气正能量。虽然下着大雨，但孩子听得很认真，这票值。	1
取票很方便快捷，但是人很多根本拍不了照	1
还行，感受三国文化，地方不大！	1
所有行程中最有趣的一个 很庆幸选择了雪山 报了一个当地游的团交通和门票根本不需要自己操心玩耍时间也很充裕 大巴早上七点多出发 从成都市区两个多小时的路程睡一觉就好 如果想要玩的透彻建议住一晚 可以泡温泉好好休息一下       今年雪山的第一场雪比往年早了一个月 虽然没有厚实的积雪 山顶也很有趣了 建议购买第二段索道票 非常值得 下山有一段树林小路 看到了小松鼠！导游说这里的动物都不太怕人  在山腰第一次坐了热气球 因为恐高时间很短也刚好足够了...	1
铁树印象比较深 其他园子没见过	1
重庆人太会算账！烈日下坐索道排了一两小时队，终于排到了说坏了，返程退10块？？？？	0
熊猫看到的不多，可能是天气原因吧，	0
很大，环境优美，适合陶冶情操，温习历史	1
很美，很好玩，遗憾应该订山上的酒店，想看看夜场怎么玩，到了六点确实就很冷了	1
实际上一般般，不是特别棒，看个人感觉，而且不值这个价格，可以比实际更便宜，最亏不是本地人，可以办卡 更划算	0
成都必去的景点，非常经典和大气，推荐给大家一下！！！！！！！！！！！！！！！！！！！！！！，但是取票点比较差劲，我去买杜甫草堂的门票，趁我赶时间少找给我了50元钱，非常差劲	1
没有特别深刻的印象，少了点期待的味道。	1
儿童票半价，武侯祠值得称赞的是提供免费解说，杜甫草堂就不提供	1
应变形金刚而出名，景点小而且还分散收费。最好弄个优惠折扣大点的联票。	0
需要等待～～～～～～～～～～～	1
去不去都后悔，去不去都后悔，去不去都后悔，去不去都后悔，去不去都后悔，去不去都后悔	1
还不错，服务较好，环境好，普及历史知识，可带孩子去。	1
不错…能感受到武侯祠的风范…人也比较多…	1
携程订票，取票都很方便的。扫微信可以听导游讲解。下回还在携程订。只是当时不能评价，必须几天后才行。	1
美丽风景名胜风景区景色优美。是不错的地方	1
著名的洪崖洞已不再赋有当日的风采，变换成了商业化极为浓重的人造景点。未到之前被洪崖洞的盛名所吸引，到过之后满满的幻想被打破，满是吐槽，唯一可以称之为亮点的地方就是夜景了！       整座十一层的“吊脚楼”建筑群，除了酒店，就是小吃购物街，各种奇形怪状的招牌让整个建筑群失去了原有的老重庆的美！个人认为完全没有可游览性，相信很少有当地人来这里，这里更像是为招揽外地游客消费的地方。不明白为什么各大旅游网站以及各个论坛极力推荐这个商业化浓重的洪崖洞！        唯一值得一赏的地方就是夜景，整个建筑群金碧辉煌，在重庆长江沿江可确实可以说是首屈一指。        建议大家晚上转转，在十层异国风情街临江而坐，喝点小酒，侃侃大山，赏赏江景，其余的已感觉没有可游览性！大家慎重选择！	0
武侯祠更多的是三国相关的文化，门票在60元~如果对三国感兴趣的话还是可以来逛逛的节奏~武侯祠还是蛮大的，关注微信号还有语音讲解之类的~有兴趣的时候可以听听讲解还是蛮有历史底蕴的~风景的话感觉就是园林建筑的感觉~夏天来的时候还算是比较清凉的~	1
人多，人多，人多，人特别多！非常多！	1
很适合拍照，摄影爱好者可以去试试风景照	1
我们去大足的这天正好下雨，很不方便，景区比想象的小，有几处还在装修，很遗憾看得不完整。不过造像还是不错的，没去过的可以去看看	0
长江索道利用重庆独特地理优势，但感觉一般，设施显得太旧，乘坐点周边环境也不太好，排队的人不知咋那么多?晕！	0
购买方便，取票快捷。两年前国庆时候人多没进去，就在免费区域游了一下，这次人不多，看到了老祖的惠陵刘备墓，就是门票有点贵，网上订票省了2块钱。	1
我觉得门票和索道的费用还是不低	1
一般又不能不去的景点  锦里两隔壁	1
网上订票方便、快捷，很满意。租了一个讲解器。很好用。参观得很明白。值得一游。值得去看看	1
如果你喜欢三国，这里一定要去看看的，而且环境也非常不错，很多古树。	1
网络取票处凭身份证取票很方便，然后坐10多分钟的索道上山，在广场处可凭门票照相，取一个钥匙扣做纪念，随后再坐十分钟左右的公交车到映雪广场，映雪广场周边有5家酒店，雪上游乐项目，滑雪场，映雪湖，欧式建筑，商业街。	1
取票方便，不需要租借导览器，可以直接用微信听讲解，旁边就是锦里，附近还有藏饰一条街，不错	1
一般了，景色一般，也不算太大，一会就逛完了	1
丞相祠堂何处寻，锦官城外柏森森。最后有刘备的陵墓，还是比较有历史感的。	1
成都闹市里，有历史，有传说，有文华，做好功课，寻求旧梦。	1
购票有优惠，但幅度有些少啊！！	1
很不错的一个历史人物，学过历史的人比较喜欢，了解中国古文化和一些历史人物。景色也不错，主要是门票有点贵，个人觉得不应该收取那么高	1
取得信任的平台。  订票快取票快	1
携程网购票方便，换票在游客中心边上直通车指定柜台办理非常快捷，景点对了解三国历史文化很有帮助，值得一看。	1
进去好好走走怎么也要花个半天，看看了解桃园三结义的典故，风景很好。	1
景区太小了，两个小时就逛完了。没有玩的	0
非常棒，小孩要得特别开心，太美啦，照片都拍不出来，很好的体验，赞赞赞！	1
对外地游客来说，洪崖洞是可以去看一看逛一逛的地方，可以去体会一下重庆独特的建筑和地形，灯光装饰也做得很好，拍照是很不错的，但是说到饮食和特色，真是和全国其他地区的旅游景区没什么太大差别，对重庆本地人来说，饮食不够正宗，卖的衣服饰品和小玩意儿在哪个景区都能买到，毫无特色可言。总而言之，洪崖洞只适合外地游客来走马观花的看看拍点夜景。	0
武侯祠不太大，但因为和一个公园联在一起，不小心就逛公园去了，够逛半天的，最好有个导游讲解，这样对三国的历史了解充分更有助于了解祠堂的背景。	1
过年人太多，到处排队，人挤人，熊猫只看见2只，全看人了。	0
园内绿树环绕，种类以竹子居首位。环境优美雅静。走在里面，浮躁的心也觉得平静。	1
不错  历史丰富 故事稍微少了些	1
四川的蜀文化非常有趣，武侯祠供奉刘关张，门口居然还有出师表。	1
大家一起很好玩，成都周边耍雪最好的就是西岭雪山	1
门票兑换非常方便，武侯祠对于喜欢三国历史的人来说还是很值得一去的，环境清幽，配套设施好	1
套票就是个坑，景点压根儿不在一块儿	0
每年都去一次。都习惯了，差不多，好处就是离成都近	1
辣鸡，不给退票，客服都不给退。	0
对三国产生了浓厚的兴趣，可以租讲解器，很好	1
建议佛教信徒参观，我们去的时候正在装修	0
雪场太小了 但是总体还是不错了 希望扩大一下	1
非常大的庭院，景色非常美，特别好玩	1
排队人多。我就在网上订    还可反钱	1
美丽，如果晴天更美，冬天更美！	1
动物不太多，门票不贵，适合孩子去看看就好。	0
还不错，天气好的时候拍照很好看	1
凉凉。。。没想象的好:::..	0
